number0,system_nam,owner_type,d_prin_cit,d_prin_cnt,d_fed_prim,d_populati,d_ttl_stor,d_pws_fed_,has_nmdwb_data,num_gw_facilities,has_gw_facilities_ind,num_sw_gu_facilities,num_sw_facilities,num_gu_facilities,has_sw_facilities_ind,has_gu_facilities_ind,surface_ground_facility_type,surf_wtr_ratio_if_spws,surf_wtr_pur_ratio_if_spws,grnd_wtr_udi_ratio_if_spws,grnd_wtr_udi_purch_if_spws,surface_pws,surface_ratio_if_spws,has_source_ratio_surface_pws,mhi_2010,has_mhi_data,has_drinking_water_data,ratio_pws_mhi_over_state_mhi,disadvantage_status_type,total_intakes,sw_intakes,gw_intakes,gu_intakes,total_gu_sw_intakes,alternative_intakes,impacted_sw_intakes,impacted_gu_intakes,impacted_gu_sw_water_intakes,ratio_impacted_gu_sw_over_all,ratio_gu_sw_impacted_over_gu_sw,has_surface_intake_geo_info,seller_number0_1,seller_system_name_1,seller_pop_1,seller_number0_2,seller_system_name_2,seller_pop_2,surfacepurchaser_status,has_surfacepurchase_data,wotus2020_dwv_index,seller_wotus2020_dwv_index_1,seller_wotus2020_dwv_index_2,index_summary
NM3590210,ANTON CHICO REST AREA  WEST BOUND,S,SANTA ROSA,GUADALUPE,GW,450,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3564219,ROLLING HILLS WUA,P,LA LUZ,OTERO,GW,35,850,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,53979,Yes,Yes,1.1231819,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3519903,HAGERMAN WATER SYSTEM,L,HAGERMAN,CHAVES,GW,1533,780000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,41312.3,Yes,Yes,.85961628,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3559014,FAWN RIDGE PROPERTY OWNERS ASSOCIATION,P,RUIDOSO,LINCOLN,GW,193,6000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,50313,Yes,Yes,1.0469006,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592825,VALLEY ELEMENTARY AND MIDDLE SCHOOL,S,RIBERA,SAN MIGUEL,GW,130,26000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3575501,UNIVERSITY OF NEW MEXICO,S,ALBUQUERQUE,BERNALILLO,GW,35000,1200000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581329,RIO GRANDE GORGE VISITOR CENTER (BLM),F,PILAR,TAOS,GW,109,6000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3528122,CAUSEY  WATER SYSTEM,L,CAUSEY,ROOSEVELT,GW,90,38700,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,50174,Yes,Yes,1.0440084,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3516825,EL CORUCO MDWCA,L,RIBERA,SAN MIGUEL,GW,93,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,31134,Yes,Yes,.6478287,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3512714,CORONA WATER SYSTEM,L,CORONA,LINCOLN,GW,341,275000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,35501.9,Yes,Yes,.73871493,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522409,FREEPORT MCMORAN CHINO MINES,P,HURLEY,GRANT,GW,1050,2414000,C,Yes,28,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510204,LEISURE ESTATES HOMEOWNERS ASSOCIATION,P,EAGLE NEST,COLFAX,GW,56,4000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3597501,LOS PADILLAS ELEMENTARY SCHOOL,L,ALBUQUERQUE,BERNALILLO,GW,350,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3562719,HOLLOMAN AIR FORCE BASE,F,HOLLOMAN AIR FORCE BASE,OTERO,GW,13000,3750000,C,Yes,12,1,0,0,0,0,0,Ground,,,,,0,,1,46418.6,Yes,Yes,.96586698,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580414,FORT LONE TREE,M,CAPITAN,LINCOLN,GW,150,9000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592629,CASA VALDEZ,P,TAOS,TAOS,GW,45,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3513307,MADRID MHP,P,LAS CRUCES,DONA ANA,GW,64,357,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,60711,Yes,Yes,1.2632598,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594507,WHITE SANDS MID RANGE FACILITIES- FF,F,WHITE SANDS MISSILE RANG,DONA ANA,GW,100,232500,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520203,ROSWELL MUNICIPAL WATER SYSTEM,L,ROSWELL,CHAVES,GW,53892,24100000,C,Yes,20,1,0,0,0,0,0,Ground,,,,,0,,1,45037.7,Yes,Yes,.93713355,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500507,DESERT AIRE MDW AND SWA,L,CHAPARRAL,DONA ANA,GW,868,243282,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,32045.9,Yes,Yes,.6668033,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500509,FAYWOOD HOT SPRINGS,P,FAYWOOD,GRANT,GW,25,17000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582504,PHILMONT SCOUT RANCH - PHILLIPS JUNCTN,P,,COLFAX,GW,150,2250,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500721,RIO EMBUDO MDWCA,L,DIXON,RIO ARRIBA,GW,172,45000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,26250,Yes,Yes,.54620361,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580526,WILD AND WOOLEY TRAILER RANCH,P,SANTA FE,SANTA FE,GW,59,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,82000,Yes,Yes,1.7062361,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3528322,ELIDA WATER SYSTEM,L,ELIDA,ROOSEVELT,GW,330,177000,C,Yes,5,1,0,0,0,0,0,Ground,,,,,0,,1,48566.4,Yes,Yes,1.0105579,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3523102,ARAGON MDWCA,L,ARAGON,CATRON,GW,33,20000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,42480,Yes,Yes,.88391352,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3598401,POLK MIDDLE SCHOOL,L,ALBUQUERQUE,BERNALILLO,GW,505,2520,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591018,MORA VALLEY COMMUNITY HEALTH CLINIC,P,MORA,MORA,GW,70,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3518225,NORTH SAN YSIDRO MDWCA,L,SAN YSIDRO,SAN MIGUEL,GW,110,20000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35019,Yes,Yes,.72866684,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591319,"SACRAMENTO CAMP CONFERENCE CENTER, INC",P,SACRAMENTO,OTERO,GW,200,74000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3597029,TRES PIEDRAS HEADQUARTER USFS CARSON,F,TRES PIEDRAS,TAOS,GW,25,16800,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580309,LA TIENDA DEL SOL,P,SAN LORENZO,GRANT,GW,25,85,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503401,PAJARITO MESA MDWCA,L,ALBUQUERQUE,BERNALILLO,SWP,175,0,C,Yes,0,0,1,1,0,1,0,Surface,,,,,0,,1,64304.7,Yes,Yes,1.3380365,Non-Disadvantaged,,,,,,,,,,,,0,NM3510701,ALBUQUERQUE WATER SYSTEM,659736,,,,A,Yes,2,2,,Direct Impact with Alternative Sources of Water
NM3580729,JUNEBUG CAMPGROUND - USFS -,F,,TAOS,GWP,50,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503221,DURANES Y GAVILAN MDWCA,L,OJO CALIENTE,TAOS,GW,215,59000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37192,Yes,Yes,.77388209,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3518025,LAS VEGAS (CITY OF),L,LAS VEGAS,SAN MIGUEL,SW,18044,8100000,C,Yes,2,1,3,3,0,1,0,Surface and Ground,100,0,0,0,1,100,1,28681,Yes,Yes,.59678727,Severely Disadvantaged,16,9,6,1,10,1,9,1,10,.625,1,1,,,,,,,,No,4,,,Direct Impact with Alternative Sources of Water
NM3590109,SAN LORENZO ELEMENTARY SCHOOL,L,SAN LORENZO,GRANT,GW,77,1040,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3521108,LOVING WATER SYSTEM,L,LOVING,EDDY,GW,1872,1043100,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,43438,Yes,Yes,.90384734,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504201,BERNALILLO COUNTY SERENITY MESA,L,ALBUQUERQUE,BERNALILLO,GW,26,400,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500907,ARDOVINOS DESERT CROSSING,P,SUNLAND PARK,DONA ANA,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3511001,SANDIA KNOLLS WATER SYSTEM,P,CEDAR CREST,BERNALILLO,GW,1024,199000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,95194,Yes,Yes,1.9807737,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500529,SANCHEZ MOBILE HOME PARK,P,EL PRADO,TAOS,GW,80,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37996,Yes,Yes,.79061157,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501013,URENCO USA,P,EUNICE,LEA,GWP,400,50000,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3523528,MAGDALENA VILLAGE OF,L,MAGDALENA,SOCORRO,GW,1491,400000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,38224,Yes,Yes,.79535574,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501129,LA LAMA MDWCA,L,QUESTA,TAOS,GW,45,10000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,37677.6,Yes,Yes,.78398633,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500725,TRES LAGUNAS HOME OWNERS ASSOCIATION,P,PECOS,SAN MIGUEL,GU,52,11250,NC,Yes,0,0,2,0,2,0,1,Surface,0,0,100,0,1,100,1,35019,Yes,Yes,.72866684,Severely Disadvantaged,2,0,0,2,2,0,0,2,2,1,1,1,,,,,,,,No,10,,,Direct Impact Non-Community Water System
NM3510018,OJO FELIZ MDWCA,L,OJO FELIZ,MORA,GW,60,18000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,26968,Yes,Yes,.56114358,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3517725,LA PASADA MDWCA,L,PECOS,SAN MIGUEL,GW,191,30000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35019,Yes,Yes,.72866684,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3548901,NORTH COURT MOBILE HOME PARK,P,ALBUQUERQUE,BERNALILLO,GW,127,10086,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,51029,Yes,Yes,1.061799,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3554107,COUNTRY MOBILE MANOR,P,LAS CRUCES,DONA ANA,GW,220,4300,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,43882,Yes,Yes,.913086,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522109,BAYARD MUNICIPAL WATER SYSTEM,L,BAYARD,GRANT,GW,2591,1375000,C,Yes,6,1,0,0,0,0,0,Ground,,,,,0,,1,33899.8,Yes,Yes,.70537883,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3511607,HATCH WATER SUPPLY SYSTEM,L,HATCH,DONA ANA,GW,2437,925000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,21667,Yes,Yes,.45084167,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500629,EL RANCHO MHP TAOS,P,EL PRADO,TAOS,GW,72,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,36764,Yes,Yes,.76497638,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520003,LAKE ARTHUR WATER DEPARTMENT,L,LAKE ARTHUR,CHAVES,GW,743,100000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,41327,Yes,Yes,.85992217,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504001,BERNALILLO COUNTY 911 COMMAND CENTER,L,ALBUQUERQUE,BERNALILLO,GW,50,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3510801,CHILILI WATER USERS ASSN,L,TIJERAS,BERNALILLO,GW,170,30000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,62539,Yes,Yes,1.3012964,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522609,SILVER CITY WATER SYSTEM,L,SILVER CITY,GRANT,GW,16852,8529482,C,Yes,9,1,0,0,0,0,0,Ground,,,,,0,,1,40966.8,Yes,Yes,.85242724,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3506729,PENASCO MDWCA,L,PENASCO,TAOS,GW,549,250000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,32111,Yes,Yes,.66815788,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3592708,SKP RV PARK,P,LAKEWOOD,EDDY,GW,230,6000,NC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3535223,CANON MDWCA,L,CANON,SANDOVAL,GW,320,125000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,41005,Yes,Yes,.85322207,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3574229,CERRO MDWC&SW,L,CERRO,TAOS,GW,232,50000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,30712,Yes,Yes,.63904786,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581826,SANTA CRUZ RECREATION AREA,F,CUNDIYO,SANTA FE,GW,200,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3590426,EDGEWOOD ELEMENTARY SCHOOL,L,EDGEWOOD,SANTA FE,GW,464,150000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3525033,BLUEWATER WATER AND SANITATION DISTRICT,L,BLUEWATER,CIBOLA,GW,736,125000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,51175,Yes,Yes,1.064837,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593621,EL VADO LAKE STATE PARK,S,RUTHERON,RIO ARRIBA,SW,100,4000,NC,Yes,0,0,1,1,0,1,0,Surface,100,0,0,0,1,100,1,,No,Yes,,,1,1,0,0,1,0,1,0,1,1,1,1,,,,,,,,No,9,,,Direct Impact Non-Community Water System
NM3577432,TRAILS END MHP,P,LOS LUNAS,VALENCIA,GW,120,225,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,43363,Yes,Yes,.90228677,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3557813,TRIPLE J MHP,P,HOBBS,LEA,GW,192,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,67565,Yes,Yes,1.4058762,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3536907,ALTO DE LAS FLORES MDWCA,L,SAN MIGUEL,DONA ANA,GW,800,75132,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,32222,Yes,Yes,.67046756,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503926,AGUA FRIA WATER ASSOCIATION,L,SANTA FE,SANTA FE,GW,611,116000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,40986.2,Yes,Yes,.85283089,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3523628,SAN ACACIA MDWCA,L,SAN ACACIA,SOCORRO,GW,294,100000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,42181,Yes,Yes,.87769198,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3512814,FORT STANTON FACILITY,S,FORT STANTON,LINCOLN,GW,135,325000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,42896,Yes,Yes,.89256954,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501401,FOREST MEADOW BAPTIST CHURCH,P,TIJERAS,BERNALILLO,GW,150,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3502019,BOOTHILL RV PARK,P,ALAMOGORDO,OTERO,GW,128,5000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593329,FA YUN PRAJNA MONASTERY,P,VADITO,TAOS,GW,25,10500,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3512007,LOWER RIO GRANDE PWWA EAST MESA,L,ORGAN,DONA ANA,GW,2021,995000,C,Yes,4,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3566510,RIVERAS MDWUA,L,SANTA ROSA,GUADALUPE,GWP,60,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,24085,Yes,Yes,.50115484,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3501926,SANTA FE GIRLS SCHOOL,P,SANTA FE,SANTA FE,GW,55,0,NTNC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3515032,TRINITY MOBILE HOME PARK,P,PERALTA,VALENCIA,GW,50,0,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,50227,Yes,Yes,1.0451112,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3529007,GARFIELD MDWCA,L,GARFIELD,DONA ANA,GW,2519,830000,C,Yes,5,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3581204,PHILMONT SCOUT RANCH - CIMARRONCITO OC,P,,COLFAX,GW,150,10150,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580116,LOW HI RV RANCH,P,DEMING,LUNA,GW,25,205,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,27836,Yes,Yes,.57920474,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3595025,GRIEGOS MARKET,P,PECOS,SAN MIGUEL,GW,125,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500930,CARLOS LUCERO SUBDIVISION,P,,TORRANCE,GW,70,2900,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35757,Yes,Yes,.74402297,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504121,ANCONES MDWWCA,L,LA MADERA,RIO ARRIBA,GW,60,50000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,35585,Yes,Yes,.74044406,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3503321,TIERRA AMARILLA MDWCA,L,TIERRA AMARILLA,RIO ARRIBA,GW,470,66000,C,Yes,3,1,0,0,0,0,0,Ground,,,,,0,,1,30585,Yes,Yes,.63640523,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3580723,JEMEZ FALLS CAMPGROUND USFS SNF,F,JEMEZ SPRINGS,SANDOVAL,GW,260,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3508129,LAS HACIENDAS HOMEOWNERS WUA,P,TAOS,TAOS,GW,72,0,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,34894,Yes,Yes,.72606587,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3504101,HIGH DESERT RV PARK,P,ALBUQUERQUE,BERNALILLO,GW,78,30000,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3593821,NAVAJO LAKE STATE PARK - SIMS MESA,S,NAVAJO DAM,RIO ARRIBA,SW,110,200000,NC,Yes,0,0,1,1,0,1,0,Surface,100,0,0,0,1,100,1,,No,Yes,,,1,1,0,0,1,0,0,0,0,0,0,1,,,,,,,,No,1,,,No Direct Impact
NM3513719,LA LUZ MDWCA,L,LA LUZ,OTERO,SW,2500,537000,C,Yes,4,1,1,1,0,1,0,Surface and Ground,0,0,0,0,1,0,1,47614.5,Yes,Yes,.99075097,Disadvantaged,6,1,5,0,1,1,1,0,1,.16666667,1,1,,,,,,,,No,3,,,Direct Impact with Alternative Sources of Water
NM3590904,CIMARRON CANYON ST PARK - TOLBY CG,S,CIMARRON,COLFAX,GW,50,535,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3594008,CARC WASHINGTON RANCH,P,CARLSBAD,EDDY,GW,250,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3500803,LEPRINO FOODS,P,ROSWELL,CHAVES,GW,150,480000,NTNC,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3522812,LORDSBURG WATER SUPPLY SYSTEM,L,LORDSBURG,HIDALGO,GW,3028,4050000,C,Yes,2,1,0,0,0,0,0,Ground,,,,,0,,1,37016.4,Yes,Yes,.77022827,Severely Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3591929,TAOS VALLEY RV PARK,P,TAOS,TAOS,GW,40,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3582626,POJOAQUE VALLEY LITTLE LEAGUE FIELD,S,POJOAQUE,SANTA FE,GW,25,0,NC,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,,No,Yes,,,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3560617,MANUELITO NAVAJO CHILDRENS HOME,P,GALLUP,MCKINLEY,GW,45,1800,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,38640,Yes,Yes,.80401176,Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
NM3520023,PUEBLO LOS CERROS,P,CORRALES,SANDOVAL,GW,180,100000,C,Yes,1,1,0,0,0,0,0,Ground,,,,,0,,1,78152,Yes,Yes,1.6261679,Non-Disadvantaged,,,,,,,,,,,,0,,,,,,,,No,1,,,No Direct Impact
